title,district_name,open_date,house_type,decoration,min_frame_area,max_frame_area,converged_rooms,tags,longitude,latitude,average_price
融信旭辉湘湖悦章,萧山,2020/09/27,住宅,精装修,96,139,"3室:96-108㎡,4室:108-139㎡","地铁沿线,公交直达,购物方便,娱乐丰富",120.256015,30.133488,25200
大家栖溪,临安,2018/12/27,住宅,毛坯,89,125,3室:89-125㎡,"近主干道,成熟商圈,配套齐全,医疗配套",119.736567,30.250562,16300
旭辉中粮朗香郡,临安,2020/07/21,住宅,毛坯,98,143,"3室:98㎡,4室:121-143㎡","公交直达,成熟商圈,购物方便,医疗配套",119.829805,30.256148,19308
新希望滨江锦粼府,萧山,2019/12/21,住宅,毛坯,89,118,"3室:89-102㎡,4室:114-118㎡","地铁沿线,公交直达,配套齐全,购物方便",120.293683,30.199143,29000
融信旭辉湘湖悦章,萧山,2020/03/28,别墅,毛坯,159,162,4室:159-162㎡,"地铁沿线,公交直达,购物方便,娱乐丰富",120.256015,30.133488,33500
九龙仓雍景山,富阳,2020/07/01,住宅,毛坯,95,127,"3室:95-115㎡,4室:127㎡","多轨交汇,开发区,购物方便,亲子乐园",119.982073,30.168408,13200
融创金成十锦台,临安,2019/01/01,别墅,毛坯,147,173,4室:147-173㎡,"公交直达,近主干道,成熟商圈,配套齐全",119.722595,30.249515,24866
宋都相贤府,钱塘新区,2018/11/01,住宅,,0,0,,,120.488899,30.263037,13200
保亿湘湖和院,萧山,2020/11/01,别墅,毛坯,220,253,4室:220-253㎡,"旅游地产,水系园林,湖景",120.217088,30.118765,50600
龙湖春江天越,钱塘新区,2019/10/01,住宅,精装修,139,167,"4室:139㎡,5室:167㎡","地铁沿线,公交直达,配套齐全,购物方便",120.391318,30.332319,27205
风荷锦庭,萧山,2019/11/02,住宅,精装修,95,125,"3室:95-108㎡,4室:125㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.2174,30.076617,20300
绿城云栖桃花源,富阳,2019/09/01,住宅,毛坯,135,135,4室:135㎡,"公交直达,临近高速,购物方便,超市",119.92119,30.127552,15000
恒伟科技园,临安,2018/12/01,住宅,毛坯,40,112,"1室:40㎡,2室:72㎡,3室:88-112㎡","近主干道,购物方便,娱乐丰富,医疗配套",119.83387,30.272785,15300
风荷锦庭,萧山,2019/11/01,别墅,毛坯,137,137,4室:137㎡,"公交直达,购物方便,娱乐丰富,医疗配套",120.2174,30.076617,23400
绿城和庐,余杭,2019/07/01,别墅,精装修,200,230,4室:200-230㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.004682,30.212315,55200
绿地华家池印,江干,2018/11/01,别墅,毛坯,340,340,6室:340㎡,"地铁沿线,多轨交汇,配套齐全,购物方便",120.203733,30.279915,70823
恒大林溪郡,建德,2020/04/01,别墅,毛坯,140,175,3室:140-175㎡,"近主干道,购物方便,娱乐丰富,医疗配套",119.300106,29.463171,13000
万科君望,富阳,2019/12/01,住宅,毛坯,108,139,"3室:108㎡,4室:139㎡","公交直达,近主干道,购物方便,美食云集",120.004449,30.078641,16800
雅棠轩,萧山,2020/05/10,住宅,毛坯,129,139,4室:129-139㎡,"近主干道,成熟商圈,配套齐全,医疗配套",120.290571,30.19943,30000
东哲云邸,余杭,2018/07/21,商业类,精装修,36,36,2室:36㎡,,120.129773,30.343463,29000
蓝城春风燕语,临安,2020/03/25,别墅,毛坯,146,200,"3室:150㎡,4室:146-200㎡","近主干道,购物方便,娱乐丰富,视频看房",119.820994,30.280948,22874
万科西望,临安,2019/09/03,住宅,精装修,102,139,"3室:102㎡,4室:128-139㎡","成熟商圈,配套齐全,医疗配套,品牌房企",119.726131,30.250196,20000
泰禾野风大城小院,富阳,2020/05/01,住宅,精装修,88,145,"3室:88-99㎡,4室:142-145㎡","公交直达,近主干道,成熟商圈,购物方便",119.971037,30.143501,15000
金茂首开国樾,拱墅,2020/09/17,住宅,精装修,118,150,"3室:118㎡,4室:128-150㎡","地铁沿线,近主干道,配套齐全,购物方便",120.169419,30.331885,48600
银城云谷天境,西湖,2019/04/20,别墅,精装修,131,167,4室:131-167㎡,"配套齐全,购物方便,医疗配套,儿童乐园",120.070706,30.349296,34749
湖滨外滩,临安,2019/11/02,别墅,毛坯,268,268,4室:268㎡,"近主干道,成熟商圈,配套齐全,医疗配套",119.743621,30.237202,21201
北城芳满庭,余杭,2020/05/01,住宅,精装修,89,139,"3室:89-108㎡,4室:125㎡,5室:139㎡","公交直达,配套齐全,购物方便,医疗配套",120.089276,30.442971,20000
北城芳满庭,余杭,2020/09/15,别墅,毛坯,139,240,5室:139-240㎡,"公交直达,配套齐全,购物方便,医疗配套",120.089276,30.442971,34000
随塘,余杭,2019/11/23,住宅,精装修,105,128,"3室:105㎡,4室:128㎡","开发区,临近高速,配套齐全,购物方便",120.190536,30.47295,22500
易辰江南大院,临安,2019/03/29,住宅,毛坯,125,125,4室:125㎡,"超市,现房,低密居所,天然氧吧",119.776769,30.27512,15000
随塘,余杭,2019/12/01,别墅,毛坯,125,155,"3室:125㎡,5室:155㎡","开发区,临近高速,配套齐全,购物方便",120.190536,30.47295,33000
城镇依山郡,临安,2019/01/01,住宅,毛坯,48,136,"1室:48㎡,2室:96㎡,3室:107-136㎡","近主干道,成熟商圈,配套齐全,医疗配套",119.722601,30.262181,14000
保利澄品,萧山,2020/05/30,住宅,精装修,127,198,4室:127-198㎡,"地铁沿线,近主干道,成熟商圈,配套齐全",120.260428,30.238357,47768
景瑞镜溪绿汀,余杭,2020/03/21,别墅,精装修,184,199,4室:184-199㎡,"多轨交汇,公交直达,购物方便,娱乐丰富",119.99754,30.271709,46500
滨江春盛大江名筑,钱塘新区,2018/12/01,住宅,毛坯,143,178,"4室:143-169㎡,5室:178㎡","临近高速,配套齐全,购物方便,医疗配套",120.501585,30.279749,14000
志成广场御江月,滨江,2018/10/31,商业类,精装修,42,85,"2室:42-60㎡,3室:85㎡","地铁沿线,公交直达,成熟商圈,配套齐全",120.151857,30.182089,30000
云悦湾,江干,2018/09/01,底商,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.24866,30.305985,52000
天阳云栖梅林,桐庐,2019/07/01,住宅,精装修,117,128,"3室:117㎡,4室:128㎡","多轨交汇,公交直达,配套齐全,购物方便",119.717216,29.802573,21500
天阳云栖梅林,桐庐,2019/09/01,别墅,毛坯,154,154,4室:154㎡,"多轨交汇,公交直达,配套齐全,购物方便",119.717216,29.802573,31000
华联钱塘公馆,江干,2017/06/01,商业类,精装修,0,0,,"公交直达,配套齐全,购物方便,医疗配套",120.226848,30.25517,90000
宋都如意溪湖,临安,2019/11/22,住宅,毛坯,89,130,"3室:89-117㎡,4室:130㎡","近主干道,成熟商圈,配套齐全,医疗配套",119.740541,30.241904,18000
越秀星悦城,临安,2020/03/01,别墅,毛坯,155,155,4室:155㎡,"公交直达,近主干道,购物方便,娱乐丰富",119.829833,30.270883,28681
中庆润泽院,富阳,2020/05/01,住宅,毛坯,0,0,,"近主干道,成熟商圈,配套齐全,三甲医院",119.929774,30.061283,16800
奥克斯金宸玖和府,萧山,2019/11/23,别墅,毛坯,165,179,6室:165-179㎡,"多轨交汇,近主干道,成熟商圈,购物方便",120.314262,30.182583,48700
绿都金科和宁文华府,拱墅,2020/05/01,住宅,精装修,105,139,"3室:105-115㎡,4室:129-139㎡","多轨交汇,公交直达,成熟商圈,配套齐全",120.10973,30.342633,40800
中旅名门府新境,萧山,2020/01/01,住宅,精装修,96,177,"3室:96㎡,4室:127-147㎡,5室:177㎡","地铁沿线,多轨交汇,配套齐全,购物方便",120.284976,30.199569,34200
世茂璀璨澜宸,余杭,2019/12/25,住宅,精装修,97,126,"3室:97-109㎡,4室:126㎡","近主干道,配套齐全,购物方便,医疗配套",120.136464,30.354815,29000
融创东麟府,萧山,2019/04/01,底商,毛坯,0,0,,"公交直达,近主干道,配套齐全,购物方便",120.465693,30.197229,25000
云潮府,萧山,2019/08/29,住宅,精装修,122,144,"3室:122-129㎡,4室:142-144㎡","近主干道,购物方便,美食云集,医疗配套",120.352012,30.235624,33000
阳光城山水悦江府,富阳,2020/03/01,住宅,精装修,96,144,"3室:96㎡,4室:118-144㎡","近主干道,购物方便,娱乐丰富,医疗配套",119.935652,30.022875,22000
保亿麓语湖苑,临安,2020/05/17,住宅,毛坯,85,127,"3室:85-96㎡,4室:117-127㎡","公交直达,开发区,购物方便,娱乐丰富",119.823553,30.250559,18962
龙湖武林上城,江干,2019/09/08,住宅,精装修,89,139,"3室:89-100㎡,4室:125-139㎡","公交直达,配套齐全,购物方便,医疗配套",120.223813,30.35667,30200
凤起钱潮,江干,2020/05/01,住宅,精装修,137,175,4室:137-175㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.221135,30.271137,72000
绿地亚洲公园,临安,2020/06/06,住宅,毛坯,89,108,3室:89-108㎡,"品牌房企,VR看房,低密居所,人车分流",119.788056,30.268441,18200
德信时代公馆,钱塘新区,2019/12/01,别墅,毛坯,160,180,4室:160-180㎡,"开发区,近主干道,购物方便,娱乐丰富",120.441769,30.276954,26200
世宸名府,萧山,2020/04/29,住宅,精装修,89,137,"3室:89-110㎡,4室:137㎡","多轨交汇,近主干道,成熟商圈,配套齐全",120.307382,30.184205,29700
德信时代公馆,钱塘新区,2019/12/17,住宅,精装修,96,105,3室:96-105㎡,"近主干道,购物方便,娱乐丰富,医疗配套",120.441769,30.276954,21200
龙湖葛洲坝景粼天著,江干,2020/03/01,别墅,毛坯,180,200,4室:180-200㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.222607,30.305618,58000
融信空港澜天,萧山,2020/09/29,住宅,精装修,102,116,3室:102-116㎡,"多轨交汇,近主干道,配套齐全,购物方便",120.483026,30.232054,22900
时代滨江悦,滨江,2020/04/05,住宅,毛坯,125,139,4室:125-139㎡,"地铁沿线,多轨交汇,成熟商圈,配套齐全",120.24113,30.190076,42000
杭房悦东方,钱塘新区,2021/02/05,住宅,毛坯,85,138,"3室:85-118㎡,4室:125-138㎡","公交直达,开发区,购物方便,超市",120.56507,30.32191,12600
杭房悦东方,钱塘新区,2020/12/05,别墅,毛坯,211,260,6室:211-260㎡,"公交直达,购物方便,超市,医疗配套",120.56507,30.32191,25200
御清城,余杭,2020/04/21,住宅,精装修,89,139,"3室:89㎡,4室:122-139㎡","多轨交汇,公交直达,成熟商圈,配套齐全",120.274908,30.424378,21800
御清城,余杭,2021/03/27,别墅,毛坯,0,0,,"公交直达,近主干道,成熟商圈,配套齐全",120.274908,30.424378,24800
众安绿城南湖明月,余杭,2021/02/28,别墅,毛坯,133,145,6室:133-145㎡,"购物方便,娱乐丰富,医疗配套,品牌房企",119.932403,30.280884,48400
仁恒滨江园,上城,2020/03/17,住宅,精装修,170,250,4室:170-250㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.192397,30.231859,70800
电建泷悦华府,江干,2020/12/11,住宅,毛坯,120,138,"3室:120㎡,4室:128-138㎡","近主干道,成熟商圈",120.227085,30.355727,30600
天阳融信东寰名邸,江干,2020/09/18,住宅,毛坯,98,129,"3室:98-116㎡,4室:127-129㎡","配套齐全,购物方便,医疗配套,现房",120.230343,30.356275,28000
绿城晓风印月,滨江,2020/04/01,住宅,精装修,0,0,,"地铁沿线,公交直达,成熟商圈,配套齐全",120.225991,30.206373,48100
翡翠城梧桐郡,余杭,2019/06/29,住宅,毛坯,93,143,3室:93-143㎡,"成熟商圈,配套齐全,医疗配套,品牌房企",120.022725,30.252599,22596
恒大御泉四季,建德,2018/12/01,别墅,毛坯,124,130,3室:124-130㎡,"低单价,临近高速,购物方便,医疗配套",119.227939,29.386634,10000
茂宸金座,江干,2017/11/01,别墅,,0,0,,"地铁沿线,配套齐全,购物方便,医疗配套",120.201425,30.279993,65000
龙湖葛洲坝景粼天著,江干,2020/04/01,住宅,精装修,124,139,4室:124-139㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.222607,30.305618,46500
中铁诺德雅逸府,萧山,2020/08/09,住宅,毛坯,87,138,"3室:87-127㎡,4室:115-138㎡","公交直达,开发区,成熟商圈,购物方便",120.335685,30.200604,28800
新希望滨江锦宸,萧山,2019/08/25,底商,毛坯,0,0,,"地铁沿线,公交直达,成熟商圈,配套齐全",120.271766,30.211937,35000
华鸿中南壹号院,桐庐,2019/11/01,住宅,毛坯,98,129,"3室:98-110㎡,4室:120-129㎡","公交直达,近主干道,配套齐全,购物方便",119.710916,29.809629,18000
中建锦绣越府,余杭,2020/07/06,住宅,毛坯,100,155,3室:100-155㎡,"近主干道,成熟商圈,配套齐全,医疗配套",120.268416,30.395343,25200
碧桂园十里春风,桐庐,2020/08/01,别墅,毛坯,160,160,5室:160㎡,"多轨交汇,购物方便,娱乐丰富,医疗配套",119.72345,29.791779,30000
碧桂园十里春风,桐庐,2020/08/01,住宅,精装修,109,139,"3室:109㎡,4室:123-139㎡","近主干道,购物方便,娱乐丰富,医疗配套",119.72345,29.791779,19500
星光国际公馆,滨江,2019/06/01,商业类,毛坯,50,50,1室:50㎡,"公交直达,近主干道,成熟商圈,配套齐全",120.215406,30.213073,32000
苕溪学府,临安,2019/11/18,住宅,毛坯,41,47,"1室:41-47㎡,2室:41-47㎡","公交直达,近主干道,配套齐全,购物方便",119.70565,30.237848,21000
首创禧瑞江南,余杭,2020/07/14,别墅,毛坯,143,159,4室:143-159㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.28508,30.394272,31900
九龙仓天玺,拱墅,2020/11/30,住宅,精装修,128,166,"3室:128㎡,4室:139-166㎡","地铁沿线,多轨交汇,成熟商圈,配套齐全",120.127406,30.30949,54011
中冶锦绣华府,下城,2021/01/25,住宅,精装修,129,169,4室:129-169㎡,"地铁沿线,多轨交汇,成熟商圈,配套齐全",120.178172,30.330791,47973
招商闻博花城,萧山,2020/09/03,住宅,精装修,108,150,"3室:108㎡,4室:130-150㎡","地铁沿线,多轨交汇,成熟商圈,配套齐全",120.249685,30.201019,38300
招商闻博花城,萧山,2020/10/01,别墅,毛坯,0,0,,"地铁沿线,公交直达,成熟商圈,配套齐全",120.249685,30.201019,45900
山水如画,富阳,2019/06/01,底商,毛坯,0,0,,"近主干道,成熟商圈,配套齐全,医疗配套",119.927395,30.061487,23000
城北万象城幸福里,余杭,2020/06/10,住宅,精装修,88,131,"3室:88-108㎡,4室:131㎡","多轨交汇,近主干道,配套齐全,购物方便",120.11732,30.357666,26500
东原德信九章赋,萧山,2020/11/23,住宅,精装修,98,138,"3室:98㎡,4室:124-138㎡","地铁沿线,公交直达,配套齐全,购物方便",120.270182,30.147444,28193
德信大江壹号,钱塘新区,2019/12/01,商业类,毛坯,40,53,2室:40-53㎡,"公交直达,购物方便,娱乐丰富,医疗配套",120.463177,30.308953,13500
星创新里程中心,余杭,2020/02/01,商业类,精装修,36,56,2室:36-56㎡,"成熟商圈,VR看房",119.962272,30.265452,28000
奥园华景川上锦宸府,余杭,2020/06/10,别墅,毛坯,123,166,"3室:123㎡,4室:166㎡","公交直达,近主干道,购物方便,娱乐丰富",120.229097,30.466235,35000
星央悦府,钱塘新区,2020/05/25,住宅,精装修,111,129,4室:111-129㎡,"多轨交汇,公交直达,购物方便,美食云集",120.497407,30.329176,17800
德信大家运河云庄,余杭,2020/04/21,别墅,精装修,175,175,4室:175㎡,"多轨交汇,临近高速,配套齐全,购物方便",120.137584,30.356185,52000
城南银泰城,萧山,2020/07/16,住宅,毛坯,96,139,"3室:96㎡,4室:126-139㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.197831,30.023876,13600
杭州融创城,钱塘新区,2021/02/07,住宅,精装修,98,125,"3室:98-107㎡,4室:118-125㎡","公交直达,近主干道,成熟商圈,购物方便",120.497908,30.312793,19000
恒大国玺悦龙府,萧山,2020/06/01,住宅,精装修,172,273,4室:172-273㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.274475,30.200354,38500
观棠明月,余杭,2020/12/16,住宅,精装修,95,185,"3室:95-101㎡,4室:123-185㎡","公交直达,配套齐全,购物方便,医疗配套",120.200894,30.473753,19700
观棠明月,余杭,2020/07/28,别墅,毛坯,172,185,4室:172-185㎡,"公交直达,配套齐全,购物方便,医疗配套",120.200894,30.473753,34400
中南棠玥湾,江干,2020/07/01,住宅,精装修,117,164,"3室:117㎡,4室:138-164㎡","地铁沿线,配套齐全,购物方便,医疗配套",120.244186,30.302118,43427
中交悦美庐,余杭,2020/09/16,住宅,毛坯,88,126,"3室:88-89㎡,4室:108-126㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.285348,30.388452,23600
奥园华景川上锦宸府,余杭,2020/06/13,住宅,精装修,89,115,"3室:89㎡,4室:115㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.229097,30.466235,19000
奥体朝龙汇,萧山,2019/11/01,商业类,精装修,460,520,5室:460-520㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.250288,30.24585,43000
山水如画,富阳,2019/11/01,住宅,,0,0,,"配套齐全,购物方便,医疗配套,大型社区",119.927395,30.061487,15700
融创臻源锦宁里,萧山,2020/03/28,别墅,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.271618,30.183572,58000
绿城春来晓园,江干,2020/12/13,住宅,精装修,140,160,4室:140-160㎡,"近主干道,配套齐全,成熟商圈,医疗配套",120.213866,30.313947,50000
阳光城西郊半岛,富阳,2020/06/01,别墅,毛坯,156,156,4室:156㎡,"近主干道,购物方便,美食云集,医疗配套",119.991071,30.064468,23600
德信时光之宸,萧山,2020/11/11,住宅,精装修,89,122,"3室:89-96㎡,4室:122㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.196072,30.023446,16800
宝龙旭辉城,临安,2019/12/01,商业类,毛坯,42,95,"1室:63㎡,2室:42-45㎡,3室:95㎡","近主干道,购物方便,娱乐丰富,医疗配套",119.829531,30.263693,16000
蓝城芷园,富阳,2019/11/01,别墅,毛坯,145,210,4室:145-210㎡,"购物方便,娱乐丰富,医疗配套,品牌房企",120.000052,30.156034,34000
滨江东原拥翠府,萧山,2020/04/16,住宅,精装修,95,125,"3室:95㎡,4室:125㎡","公交直达,配套齐全,购物方便,医疗配套",120.24288,30.20794,37500
缦云府,临安,2020/11/07,别墅,毛坯,140,149,4室:140-149㎡,"公交直达,超市,视频看房,品牌房企",119.781932,30.267871,23600
越秀前滩名邸,江干,2020/01/01,住宅,毛坯,116,148,"3室:116-148㎡,4室:132-148㎡","地铁沿线,近主干道,配套齐全,购物方便",120.241501,30.298818,46600
花语天境府,江干,2020/11/01,住宅,精装修,111,149,"3室:111-118㎡,4室:149㎡","地铁沿线,成熟商圈,配套齐全,医疗配套",120.231761,30.302333,46000
滨江龙湖东潮府,江干,2020/08/01,住宅,精装修,97,300,"3室:97㎡,4室:119-130㎡,5室:300㎡","地铁沿线,公交直达,配套齐全,购物方便",120.23546,30.308226,46500
越秀悦映城,临安,2021/03/01,住宅,毛坯,89,115,"3室:89㎡,4室:115㎡","公交直达,近主干道,购物方便,娱乐丰富",119.699016,30.205621,18880
滨江龙湖东潮府,江干,2020/03/01,别墅,毛坯,210,220,"4室:210㎡,5室:220㎡","地铁沿线,公交直达,配套齐全,购物方便",120.23546,30.308226,63000
融望之城,萧山,2020/12/22,住宅,精装修,99,125,"3室:99-107㎡,4室:125㎡","公交直达,配套齐全,购物方便,医疗配套",120.2971,30.151841,25600
中天雅境,临安,2020/09/01,住宅,毛坯,89,89,3室:89㎡,"公交直达,购物方便,娱乐丰富,3D楼书",119.719375,30.247359,18300
古翠蓝庭,西湖,2020/11/14,住宅,精装修,116,178,"3室:116㎡,4室:120-138㎡,6室:178㎡","地铁沿线,公交直达,配套齐全,购物方便",120.12311,30.294491,56000
世茂钱塘天誉,江干,2020/11/26,别墅,精装修,160,185,4室:160-185㎡,"地铁沿线,多轨交汇,配套齐全,成熟商圈",120.217432,30.308323,61700
荣盛檀越府,临安,2020/11/11,住宅,毛坯,98,116,"3室:98-110㎡,4室:116㎡","购物方便,娱乐丰富,医疗配套,视频看房",119.82843,30.26105,22000
悦融湾,萧山,2020/12/07,住宅,毛坯,89,125,"3室:89-105㎡,4室:125㎡","购物方便,娱乐丰富,医疗配套,视频看房",120.557543,30.229346,13667
绿城天语山居,临安,2020/01/01,别墅,毛坯,0,0,,"公交直达,配套齐全,购物方便,医疗配套",119.71497,30.25435,16450
拥涛府,萧山,2020/07/25,住宅,精装修,96,138,"3室:96-99㎡,4室:117-138㎡","地铁沿线,公交直达,配套齐全,购物方便",120.275517,30.202519,37500
万固珺府,钱塘新区,2020/11/14,住宅,精装修,89,137,"3室:89-115㎡,4室:137㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.545744,30.292814,18000
荣安招商祥宸府,拱墅,2021/01/26,住宅,精装修,90,169,"3室:90-91㎡,4室:129-136㎡,5室:169㎡","地铁沿线,公交直达,配套齐全,购物方便",120.103986,30.339177,36000
荣安招商祥宸府,拱墅,2021/01/26,别墅,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.103986,30.339177,40000
绿城春风金沙,钱塘新区,2021/04/27,住宅,精装修,106,165,"3室:106㎡,4室:127-165㎡","地铁沿线,公交直达,配套齐全,成熟商圈",120.331639,30.309554,37500
滨江新希望悦潮府,萧山,2020/08/18,住宅,精装修,97,119,"3室:97-99㎡,4室:119㎡","地铁沿线,多轨交汇,配套齐全,购物方便",120.286791,30.208533,33500
滨江御滨府,滨江,2021/01/17,住宅,精装修,101,139,"3室:101-115㎡,4室:125-139㎡","地铁沿线,公交直达,配套齐全,购物方便",120.230498,30.198809,49657
阳光城保亿翡丽云邸,余杭,2020/09/14,住宅,精装修,89,121,"3室:89-106㎡,4室:121㎡","地铁沿线,公交直达,成熟商圈,购物方便",120.289154,30.387874,27800
阳光城保亿翡丽云邸,余杭,2020/11/22,别墅,毛坯,139,139,4室:139㎡,"地铁沿线,公交直达,成熟商圈,购物方便",120.289154,30.387874,31900
华景川云流名邸,萧山,2020/09/05,住宅,毛坯,95,130,"3室:95-106㎡,4室:113-130㎡",小型社区,120.200409,29.980369,11020
宝龙融信新世邸,临安,2021/04/08,住宅,毛坯,89,120,"3室:89-97㎡,4室:120㎡","多轨交汇,早教机构,亲子乐园,三甲医院",119.717894,30.220021,17000
春月锦庐,下城,2020/12/26,住宅,精装修,110,150,"3室:110-114㎡,4室:129-150㎡","多轨交汇,成熟商圈,品牌房企,贴心物业",120.197019,30.306706,56900
德信阅杭,钱塘新区,2020/09/13,住宅,精装修,95,115,"3室:95-102㎡,4室:115㎡","品牌房企,车位充足,小型社区",120.443508,30.274695,20500
东原德信印奥湾,萧山,2020/04/27,住宅,精装修,99,99,3室:99㎡,"品牌房企,车位充足,小型社区",120.266992,30.14964,27800
滨江君品名邸,萧山,2021/02/08,住宅,精装修,103,172,"3室:103㎡,4室:122-139㎡,5室:172㎡","视频看房,品牌房企,绿化率高",120.255138,30.237459,47000
宋都济宸府,富阳,2020/12/26,住宅,毛坯,100,105,3室:100-105㎡,,119.983898,30.03505,16300
良语久园,余杭,2021/01/24,住宅,精装修,0,0,,"多轨交汇,品牌房企,水系园林,低密居所",119.980438,30.386322,24000
中天云望,萧山,2020/08/01,住宅,精装修,100,130,"3室:100㎡,4室:130㎡","近主干道,成熟商圈,菜市场,三甲医院",120.290568,30.174229,40100
滨耀城,余杭,2020/09/11,住宅,精装修,96,149,"3室:96㎡,4室:119-149㎡","近主干道,贴心物业,自持商业",120.306702,30.39381,27700
融创城,钱塘新区,2020/09/20,别墅,精装修,165,220,"4室:165-190㎡,5室:220㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.497908,30.312793,29300
金地大运桥西府,拱墅,2020/11/17,住宅,精装修,99,139,"3室:99.28㎡,4室:130-139㎡","近主干道,品牌房企",120.136761,30.340711,43179
联发溪语宸庐,拱墅,2020/09/26,住宅,毛坯,115,139,"3室:115-139㎡,4室:127㎡","多轨交汇,品牌房企,现房,小型社区",120.175893,30.353707,30489
融创滨江御潮府,上城,2020/05/30,住宅,精装修,123,190,"3室:123㎡,4室:140-164㎡,5室:190㎡","视频看房,品牌房企,绿化率高",120.187535,30.242629,69800
中海望庐,下城,2020/12/19,住宅,精装修,115,139,"3室:115-117㎡,4室:139㎡","多轨交汇,近主干道,成熟商圈,早教机构",120.187087,30.302062,56900
径山园,余杭,2020/05/01,别墅,毛坯,0,0,,贴心物业,119.838093,30.407757,23000
北樾府,临安,2020/08/20,住宅,毛坯,68,73,"2室:68-73㎡,3室:68㎡,4室:72㎡","3D楼书,视频看房,低密居所,绿化率高",119.715881,30.246024,25000
龙湖融信天琅府,萧山,2020/12/07,住宅,精装修,98,125,"3室:98㎡,4室:125㎡","近主干道,成熟商圈,三甲医院,视频看房",120.292641,30.183431,30000
阳光城兴耀花漾里,钱塘新区,2020/09/24,住宅,精装修,96,116,"3室:96㎡,4室:116㎡","视频看房,品牌房企",120.505922,30.312557,19000
保亿阳光城丽光城,临安,2020/12/30,住宅,毛坯,89,108,"3室:89㎡,4室:108㎡","多轨交汇,开发区,成熟商圈,菜市场",119.828691,30.255345,23000
中天溪风雅韵,临安,2020/05/23,别墅,毛坯,0,0,,"贴心物业,小型社区",119.213292,30.171289,15400
普大福地,江干,2020/05/01,商业类,精装修,45,60,2室:45-60㎡,"多轨交汇,成熟商圈,视频看房,VR看房",120.256509,30.31883,32000
融信展望,萧山,2021/02/10,住宅,精装修,105,139,"3室:105-110㎡,4室:133-139㎡","开发区,成熟商圈,视频看房,品牌房企",120.278014,30.200393,37500
未来七彩小镇,余杭,2020/06/01,商业类,毛坯,59,59,3室:59㎡,"近主干道,临近高速,成熟商圈,亲子乐园",119.990404,30.237124,20000
融创滨江御潮府,上城,2020/05/30,别墅,毛坯,0,0,,"多轨交汇,品牌房企,融创",120.187535,30.242629,95700
保利潮起云上府,萧山,2020/12/12,住宅,精装修,97,121,3室:97-121㎡,"开发区,品牌房企,贴心物业,绿化率高",120.278549,30.204714,37500
中景华庭,余杭,2020/06/11,住宅,精装修,79,79,3室:79㎡,"VR看房,品牌房企,低密居所,即将交房",120.295074,30.357293,28700
融信荣望,萧山,2020/12/25,住宅,精装修,98,129,"3室:98-107㎡,4室:129㎡","品牌房企,绿化率高",120.345814,30.235751,28500
龙湖湘湖原著,萧山,2020/12/11,别墅,毛坯,169,185,5室:169-185㎡,品牌房企,120.261111,30.138782,50600
九城渔人码头,钱塘新区,2020/12/26,住宅,毛坯,83,120,"2室:83㎡,3室:87㎡,4室:89-120㎡","视频看房,花园洋房,低密居所,绿化率高",120.603317,30.29424,15100
众安溪园,余杭,2020/10/20,别墅,毛坯,137,189,"4室:137-157㎡,5室:189㎡","公交直达,近主干道,配套齐全,购物方便",120.014732,30.239835,53200
卓越明熙府,江干,2021/03/01,住宅,毛坯,89,140,"2室:89㎡,4室:120-140㎡","视频看房,VR看房,现房",120.252352,30.368061,28000
坤和融创开元望金沙,钱塘新区,2020/12/16,住宅,精装修,101,139,"3室:101-119㎡,4室:139㎡","视频看房,品牌房企,大型社区",120.326497,30.315775,37500
滨江嘉品,萧山,2020/09/27,住宅,精装修,120,182,"3室:120㎡,4室:139-154㎡,5室:182㎡","品牌房企,绿化率高,车位充足",120.245282,30.226553,47000
联发北秀观云,拱墅,2020/12/11,住宅,精装修,96,130,"3室:96-118㎡,4室:130㎡","多轨交汇,品牌房企",120.167511,30.356149,34000
未来旭辉城,临安,2020/12/24,住宅,毛坯,89,96,3室:89-96㎡,"品牌房企,贴心物业",119.831425,30.263358,23047
长麓府,临安,2020/12/11,住宅,毛坯,77,99,"2室:77-78㎡,3室:99㎡","成熟商圈,菜市场,3D楼书,视频看房",119.701006,30.228883,18550
兴耀星漫里,萧山,2020/12/14,住宅,精装修,96,118,"3室:96-97㎡,4室:118㎡","绿化率高,小型社区",120.244708,30.201112,37500
